Field Group,Heading Category,Heading,Status,Product Name,Quantity,Units,Value GBP,Actual/Issued Date,Application Area ha,Av Field Unit Price GBP,Crop Group,Field Defined Name,Variety,Year,Quantity per Application Area ha
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Headland Magnus Pro,7.059,L,20.93,06/09/2017,5,3.079,Sugar Beet,CF28,Sugar Beet,2017,1.412
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,18.977,L,107.34,26/10/2016,16.7,6.047,Barley Winter,CF44,Flagon,2017,1.136
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,21.023,L,118.91,26/10/2016,18.5,6.047,Barley Winter,CF55,Flagon,2017,1.136
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,23.722,L,134.18,24/03/2017,16.7,6.047,Barley Winter,CF44,Flagon,2017,1.42
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,26.278,L,148.64,24/03/2017,18.5,6.047,Barley Winter,CF55,Flagon,2017,1.42
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,7.5,L,47.16,25/04/2017,8.2,6.328,Barley Spring,CF26,Concerto,2017,0.915
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,7.521,L,47.3,25/04/2017,7.5,6.328,Barley Spring,CF40,Concerto,2017,1.003
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,2.507,L,15.77,25/04/2017,2.5,6.328,Barley Spring,CF41,Concerto,2017,1.003
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,8.324,L,52.34,25/04/2017,8.3,6.328,Barley Spring,CF42,Concerto,2017,1.003
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,8.625,L,54.24,25/04/2017,8.6,6.328,Barley Spring,CF43,Concerto,2017,1.003
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,8.524,L,53.61,25/04/2017,8.5,6.328,Barley Spring,CF53,Concerto,2017,1.003
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,MANCOZIN,7.5,L,47.16,25/04/2017,8.3,6.328,Barley Spring,CF54,Concerto,2017,0.904
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Manifol Advance,16.605,L,64.76,02/12/2016,16.7,3.9,Barley Winter,CF44,Flagon,2017,0.994
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,Manifol Advance,18.395,L,71.74,02/12/2016,18.5,3.9,Barley Winter,CF55,Flagon,2017,0.994
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,15,L,7.43,19/10/2016,7.8,0.495,Wheat Winter,CF11,KWS Lili,2017,1.923
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,41.507,L,20.55,15/02/2017,16.7,0.495,Barley Winter,CF44,Flagon,2017,2.485
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,45.981,L,22.76,15/02/2017,18.5,0.495,Barley Winter,CF55,Flagon,2017,2.485
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,19.386,L,9.6,15/02/2017,7.8,0.495,Wheat Winter,CF11,KWS Lili,2017,2.485
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,9.942,L,4.92,15/02/2017,4,0.495,Wheat Winter,CF3,KWS Lili,2017,2.485
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,11.184,L,5.54,15/02/2017,4.5,0.495,Wheat Winter,CF4,KWS Lili,2017,2.485
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,11,L,5.45,24/03/2017,4.5,0.495,Wheat Winter,CF4,KWS Lili,2017,2.444
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,19.333,L,9.54,04/04/2017,7.8,0.514,Wheat Winter,CF11,KWS Lili,2017,2.479
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,19.563,L,9.65,04/04/2017,7.78,0.514,Wheat Winter,CF17,KWS Lili,2017,2.515
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,7.188,L,3.55,04/04/2017,2.9,0.514,Wheat Winter,CF24,KWS Lili,2017,2.479
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,10.058,L,4.96,04/04/2017,4,0.514,Wheat Winter,CF3,KWS Lili,2017,2.515
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,11.316,L,5.58,04/04/2017,4.5,0.514,Wheat Winter,CF4,KWS Lili,2017,2.515
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,16.607,L,8.19,04/04/2017,6.7,0.514,Wheat Winter,CF5,KWS Lili,2017,2.479
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,21.374,L,10.54,04/04/2017,8.5,0.514,Wheat Winter,CF8,KWS Lili,2017,2.515
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,32.689,L,16.13,04/04/2017,13,0.514,Wheat Winter,CF9.A,KWS Lili,2017,2.515
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,14.872,L,7.34,04/04/2017,6,0.514,Wheat Winter,CF9.B/02,KWS Lili,2017,2.479
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,30,L,14.8,05/04/2017,13,0.514,Wheat Winter,CF52,KWS Lili,2017,2.308
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,3.706,L,1.83,11/05/2017,3.5,0.514,Fodder Beet,CF29,Fodder Beet,2017,1.059
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,9,L,4.44,11/05/2017,8.8,0.514,Sugar Beet,CF1,Sugar Beet,2017,1.023
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,16,L,7.89,11/05/2017,16,0.514,Sugar Beet,CF18,Sugar Beet,2017,1
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,9,L,4.44,11/05/2017,9.2,0.514,Sugar Beet,CF2,Sugar Beet,2017,0.978
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,5.294,L,2.61,11/05/2017,5,0.514,Sugar Beet,CF28,Sugar Beet,2017,1.059
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,15.953,L,7.87,18/05/2017,8.2,0.514,Barley Spring,CF26,Concerto,2017,1.946
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,14.591,L,7.2,18/05/2017,7.5,0.514,Barley Spring,CF40,Concerto,2017,1.946
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,3.891,L,1.92,18/05/2017,2,0.514,Barley Spring,CF41,Concerto,2017,1.946
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,16.148,L,7.97,18/05/2017,8.3,0.514,Barley Spring,CF42,Concerto,2017,1.946
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,16.732,L,8.25,18/05/2017,8.6,0.514,Barley Spring,CF43,Concerto,2017,1.946
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,16.537,L,8.16,18/05/2017,8.5,0.514,Barley Spring,CF53,Concerto,2017,1.946
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,16.148,L,7.97,18/05/2017,8.3,0.514,Barley Spring,CF54,Concerto,2017,1.946
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,15.238,L,7.52,08/06/2017,16,0.514,Sugar Beet,CF18,Sugar Beet,2017,0.952
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,4.762,L,2.35,08/06/2017,5,0.514,Sugar Beet,CF28,Sugar Beet,2017,0.952
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,3.583,L,1.77,09/06/2017,3.5,0.514,Fodder Beet,CF29,Fodder Beet,2017,1.024
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,9,L,4.44,09/06/2017,8.8,0.514,Sugar Beet,CF1,Sugar Beet,2017,1.023
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,9.417,L,4.65,09/06/2017,9.2,0.514,Sugar Beet,CF2,Sugar Beet,2017,1.024
FH Rockcliffe FGrp,Variable Costs,Trace Elements,Completed,NEW-TRITION MANGANESE 15,15,L,7.4,21/07/2017,8.8,0.514,Sugar Beet,CF1,Sugar Beet,2017,1.705
,,SUB TOTALS FOR Trace Elements,,,,,4155.9,,,,,,,,
,SUB TOTALS FOR Variable Costs,,,,,,115168.92,,,,,,,,
